run_id,portfolio_id,portfolio_name,question_id,question_category,status_code,overall_score,issues,warnings_count
cache_growth_barbell__q016,cache_growth_barbell,Cache Growth Barbell,q016,concentration_diversification,200,4.76,warnings_present,1
cache_growth_barbell__q018,cache_growth_barbell,Cache Growth Barbell,q018,concentration_diversification,200,4.66,missing_candidate_search;warnings_present,1
cache_growth_barbell__q020,cache_growth_barbell,Cache Growth Barbell,q020,performance_drivers,200,4.66,warnings_present,1
cache_growth_barbell__q022,cache_growth_barbell,Cache Growth Barbell,q022,performance_drivers,200,4.66,warnings_present,1
cache_growth_barbell__q024,cache_growth_barbell,Cache Growth Barbell,q024,performance_drivers,200,4.66,warnings_present,1
cache_growth_barbell__q026,cache_growth_barbell,Cache Growth Barbell,q026,performance_drivers,200,4.66,warnings_present,1
cache_growth_barbell__q052,cache_growth_barbell,Cache Growth Barbell,q052,risk_adjusted_returns,200,4.76,warnings_present,1
cache_growth_barbell__q054,cache_growth_barbell,Cache Growth Barbell,q054,risk_adjusted_returns,200,4.76,warnings_present,1
cache_growth_barbell__q056,cache_growth_barbell,Cache Growth Barbell,q056,risk_adjusted_returns,200,4.76,warnings_present,1
cache_growth_barbell__q058,cache_growth_barbell,Cache Growth Barbell,q058,risk_adjusted_returns,200,4.76,warnings_present,1
cache_growth_barbell__q060,cache_growth_barbell,Cache Growth Barbell,q060,sector_diversification,200,4.76,warnings_present,1
cache_growth_barbell__q062,cache_growth_barbell,Cache Growth Barbell,q062,sector_diversification,200,4.66,missing_candidate_search;warnings_present,1
cache_growth_barbell__q064,cache_growth_barbell,Cache Growth Barbell,q064,sector_diversification,200,4.66,missing_candidate_search;warnings_present,1
cache_growth_barbell__q066,cache_growth_barbell,Cache Growth Barbell,q066,benchmark_underperformance,200,4.66,warnings_present,1
cache_growth_barbell__q068,cache_growth_barbell,Cache Growth Barbell,q068,benchmark_underperformance,200,4.66,warnings_present,1
cache_growth_barbell__q070,cache_growth_barbell,Cache Growth Barbell,q070,drawdown_risk,200,4.14,planner_mismatch;warnings_present,1
cache_growth_barbell__q072,cache_growth_barbell,Cache Growth Barbell,q072,drawdown_risk,200,4.66,warnings_present,1
cache_growth_barbell__q096,cache_growth_barbell,Cache Growth Barbell,q096,sector_diversification,200,4.66,missing_candidate_search;warnings_present,1
cache_growth_barbell__q099,cache_growth_barbell,Cache Growth Barbell,q099,benchmark_underperformance,200,4.66,warnings_present,1
cache_growth_barbell__q090,cache_growth_barbell,Cache Growth Barbell,q090,filings_overlay,200,4.66,warnings_present,1
cache_growth_barbell__q092,cache_growth_barbell,Cache Growth Barbell,q092,earnings_overlay,200,4.14,planner_mismatch;warnings_present,1
cache_growth_barbell__q027,cache_growth_barbell,Cache Growth Barbell,q027,rates_macro,200,4.71,warnings_present,1
cache_growth_barbell__q029,cache_growth_barbell,Cache Growth Barbell,q029,rates_macro,200,4.71,warnings_present,1
cache_growth_barbell__q031,cache_growth_barbell,Cache Growth Barbell,q031,rates_macro,200,4.71,warnings_present,1
cache_growth_barbell__q033,cache_growth_barbell,Cache Growth Barbell,q033,rates_macro,200,4.71,warnings_present,1
cache_growth_barbell__q035,cache_growth_barbell,Cache Growth Barbell,q035,geopolitical_war,200,4.71,warnings_present,1
cache_growth_barbell__q037,cache_growth_barbell,Cache Growth Barbell,q037,geopolitical_war,200,4.71,warnings_present,1
cache_growth_barbell__q039,cache_growth_barbell,Cache Growth Barbell,q039,geopolitical_war,200,4.71,warnings_present,1
cache_growth_barbell__q041,cache_growth_barbell,Cache Growth Barbell,q041,geopolitical_war,200,4.71,warnings_present,1
cache_growth_barbell__q043,cache_growth_barbell,Cache Growth Barbell,q043,what_if_addition,200,4.76,warnings_present,1
cache_growth_barbell__q045,cache_growth_barbell,Cache Growth Barbell,q045,what_if_addition,200,4.76,warnings_present,1
cache_growth_barbell__q047,cache_growth_barbell,Cache Growth Barbell,q047,what_if_addition,200,4.76,warnings_present,1
cache_growth_barbell__q049,cache_growth_barbell,Cache Growth Barbell,q049,what_if_addition,200,4.76,warnings_present,1
cache_growth_barbell__q073,cache_growth_barbell,Cache Growth Barbell,q073,macro_sensitivity,200,4.71,warnings_present,1
cache_growth_barbell__q075,cache_growth_barbell,Cache Growth Barbell,q075,macro_sensitivity,200,4.71,warnings_present,1
cache_growth_barbell__q077,cache_growth_barbell,Cache Growth Barbell,q077,messy_natural_language,200,4.76,warnings_present,1
cache_growth_barbell__q079,cache_growth_barbell,Cache Growth Barbell,q079,messy_natural_language,200,4.66,warnings_present,1
cache_growth_barbell__q081,cache_growth_barbell,Cache Growth Barbell,q081,messy_natural_language,200,4.76,warnings_present,1
cache_growth_barbell__q083,cache_growth_barbell,Cache Growth Barbell,q083,messy_natural_language,200,4.66,warnings_present,1
cache_growth_barbell__q094,cache_growth_barbell,Cache Growth Barbell,q094,what_if_addition,200,4.76,warnings_present,1
cache_growth_barbell__q085,cache_growth_barbell,Cache Growth Barbell,q085,windowed,500,0.0,technical_failure,0
cache_growth_barbell__q087,cache_growth_barbell,Cache Growth Barbell,q087,windowed,500,0.0,technical_failure,0
cache_growth_barbell__q089,cache_growth_barbell,Cache Growth Barbell,q089,windowed,500,0.0,technical_failure,0
